valuetime,wind,solar,load,flow
2020-11-04 02:00:00,1930.9300537109375,0.0,2006.6099853515625,1300.0
2020-11-04 03:00:00,1974.1400146484375,0.0,2035.6300048828125,1300.0
2020-11-04 04:00:00,2002.760009765625,0.0,2131.780029296875,1300.0
2020-11-04 05:00:00,2087.590087890625,0.0,2453.5400390625,1300.0
2020-11-04 06:00:00,2148.0,0.0,2914.85009765625,1300.0
2020-11-04 07:00:00,2158.419921875,13.180000305175781,3123.919921875,1300.0
2020-11-04 08:00:00,2260.6298828125,81.69000244140625,3126.35009765625,1300.0
2020-11-04 09:00:00,2374.25,154.16000366210938,3123.360107421875,1300.0
2020-11-04 10:00:00,2498.610107421875,196.77999877929688,3119.610107421875,1300.0
2020-11-04 11:00:00,2695.830078125,203.1699981689453,3059.64990234375,1300.0
2020-11-04 12:00:00,2712.010009765625,174.33999633789062,3038.0,1300.0
2020-11-04 13:00:00,2636.919921875,142.4499969482422,3014.139892578125,1300.0
2020-11-04 14:00:00,2447.050048828125,79.48999786376953,2957.2099609375,1500.0
2020-11-04 15:00:00,2398.7099609375,18.010000228881836,2944.639892578125,1520.0
2020-11-04 16:00:00,2428.179931640625,0.0,3225.7900390625,1640.0
2020-11-04 17:00:00,2392.06005859375,0.0,3252.72998046875,1640.0
2020-11-04 18:00:00,2395.080078125,0.0,3040.860107421875,1630.0
2020-11-04 19:00:00,2413.159912109375,0.0,2840.72998046875,1630.0
2020-11-04 20:00:00,2452.89990234375,0.0,2675.39990234375,1640.0
2020-11-04 21:00:00,2456.469970703125,0.0,2491.6201171875,1640.0
2020-11-04 22:00:00,2467.550048828125,0.0,2293.639892578125,1640.0
2020-11-04 23:00:00,2443.969970703125,0.0,2127.8701171875,1650.0
2020-11-05 00:00:00,2427.800048828125,0.0,2041.3599853515625,1650.0
2020-11-05 01:00:00,2445.18994140625,0.0,2030.9100341796875,1650.0
2020-11-05 02:00:00,2530.419921875,0.0,2033.3900146484375,1650.0
2020-11-05 03:00:00,2675.330078125,0.0,2052.659912109375,1650.0
2020-11-05 04:00:00,2803.9599609375,0.0,2134.050048828125,1490.0
2020-11-05 05:00:00,2916.800048828125,0.0,2445.3701171875,1340.0
2020-11-05 06:00:00,3017.8701171875,0.12999999523162842,2901.010009765625,1650.0
2020-11-05 07:00:00,3097.64990234375,4.769999980926514,3105.580078125,1310.0
2020-11-05 08:00:00,3160.010009765625,24.649999618530273,3105.449951171875,1430.0
2020-11-05 09:00:00,3216.6298828125,49.2599983215332,3116.43994140625,1300.0
2020-11-05 10:00:00,3264.300048828125,64.4800033569336,3131.2900390625,1300.0
2020-11-05 11:00:00,3244.8701171875,65.47000122070312,3085.330078125,1300.0
2020-11-05 12:00:00,3239.219970703125,57.11000061035156,3063.0,1300.0
2020-11-05 13:00:00,3197.9599609375,40.56999969482422,3031.1201171875,1300.0
2020-11-05 14:00:00,3114.93994140625,18.31999969482422,2963.7900390625,1550.0
2020-11-05 15:00:00,3010.18994140625,5.03000020980835,2949.550048828125,1610.0
2020-11-05 16:00:00,2893.6298828125,0.0,3191.830078125,1310.0
2020-11-05 17:00:00,2803.449951171875,0.0,3210.10009765625,1630.0
2020-11-05 18:00:00,2742.169921875,0.0,2992.239990234375,1640.0
2020-11-05 19:00:00,2679.85009765625,0.0,2793.81005859375,1640.0
2020-11-05 20:00:00,2601.340087890625,0.0,2632.22998046875,1650.0
2020-11-05 21:00:00,2518.06005859375,0.0,2444.590087890625,1650.0
2020-11-05 22:00:00,2450.949951171875,0.0,2247.93994140625,1670.0
2020-11-05 23:00:00,2376.60009765625,0.0,2088.909912109375,1700.0
2020-11-06 00:00:00,2224.300048828125,0.0,1989.1800537109375,1720.0
2020-11-06 01:00:00,2125.139892578125,0.0,1980.969970703125,1730.0
2020-11-06 02:00:00,2008.199951171875,0.0,1989.47998046875,1730.0
2020-11-06 03:00:00,1872.1300048828125,0.0,2016.6400146484375,1740.0
2020-11-06 04:00:00,1718.0799560546875,0.0,2075.820068359375,1750.0
2020-11-06 05:00:00,1559.739990234375,0.0,2369.080078125,1750.0
2020-11-06 06:00:00,1417.18994140625,0.0,2791.1201171875,1770.0
2020-11-06 07:00:00,1304.5799560546875,8.890000343322754,2993.800048828125,1760.0
2020-11-06 08:00:00,1201.5,60.4900016784668,2964.739990234375,1750.0
2020-11-06 09:00:00,1125.97998046875,133.47999572753906,2946.31005859375,1740.0
2020-11-06 10:00:00,1091.949951171875,187.97999572753906,2963.10009765625,1740.0
2020-11-06 11:00:00,1089.47998046875,212.17999267578125,2900.159912109375,1750.0
2020-11-06 12:00:00,1138.6300048828125,194.75,2839.159912109375,1760.0
2020-11-06 13:00:00,1120.0,152.22000122070312,2759.72998046875,1780.0
2020-11-06 14:00:00,1030.6300048828125,79.62000274658203,2648.47998046875,1800.0
2020-11-06 15:00:00,912.0700073242188,16.68000030517578,2638.1201171875,1810.0
2020-11-06 16:00:00,805.3699951171875,0.0,2930.830078125,1790.0
2020-11-06 17:00:00,720.5599975585938,0.0,2969.550048828125,1790.0
2020-11-06 18:00:00,670.3400268554688,0.0,2747.85009765625,1780.0
2020-11-06 19:00:00,637.5,0.0,2581.760009765625,1770.0
2020-11-06 20:00:00,598.8200073242188,0.0,2438.590087890625,1780.0
2020-11-06 21:00:00,570.5499877929688,0.0,2264.669921875,1760.0
2020-11-06 22:00:00,587.27001953125,0.0,2106.360107421875,1760.0
2020-11-06 23:00:00,642.4500122070312,0.0,1956.47998046875,1690.0
2020-11-07 00:00:00,580.0499877929688,0.0,1808.5899658203125,1690.0
2020-11-07 01:00:00,556.780029296875,0.0,1807.93994140625,1670.0
2020-11-07 02:00:00,536.0999755859375,0.0,1808.68994140625,1680.0
2020-11-07 03:00:00,534.7999877929688,0.0,1809.199951171875,1680.0
2020-11-07 04:00:00,559.5800170898438,0.0,1830.22998046875,1680.0
2020-11-07 05:00:00,590.75,0.0,1938.969970703125,1680.0
2020-11-07 06:00:00,627.5399780273438,0.17000000178813934,2139.22998046875,1680.0
2020-11-07 07:00:00,649.239990234375,5.75,2354.81005859375,1680.0
2020-11-07 08:00:00,654.6400146484375,30.670000076293945,2422.669921875,1670.0
2020-11-07 09:00:00,604.2000122070312,76.87000274658203,2452.929931640625,1680.0
2020-11-07 10:00:00,523.489990234375,123.08000183105469,2467.5400390625,1690.0
2020-11-07 11:00:00,463.239990234375,142.44000244140625,2446.93994140625,1700.0
2020-11-07 12:00:00,410.7099914550781,135.47999572753906,2427.969970703125,1710.0
2020-11-07 13:00:00,374.3900146484375,109.16000366210938,2403.18994140625,1730.0
2020-11-07 14:00:00,340.6000061035156,57.4900016784668,2393.02001953125,1750.0
2020-11-07 15:00:00,299.3900146484375,11.529999732971191,2415.7900390625,1770.0
2020-11-07 16:00:00,285.9800109863281,0.0,2729.8798828125,1770.0
2020-11-07 17:00:00,286.760009765625,0.0,2804.169921875,1780.0
2020-11-07 18:00:00,276.5799865722656,0.0,2605.139892578125,1770.0
2020-11-07 19:00:00,276.75,0.0,2450.580078125,1770.0
2020-11-07 20:00:00,291.3299865722656,0.0,2328.159912109375,1780.0
2020-11-07 21:00:00,307.05999755859375,0.0,2189.989990234375,1780.0
2020-11-07 22:00:00,304.2300109863281,0.0,2035.7900390625,1780.0
2020-11-07 23:00:00,308.3699951171875,0.0,1911.56005859375,1830.0
2020-11-08 00:00:00,330.4200134277344,0.0,1801.02001953125,1820.0
2020-11-08 01:00:00,259.3299865722656,0.0,1775.6800537109375,1830.0
2020-11-08 02:00:00,206.08999633789062,0.0,1789.1099853515625,1820.0
2020-11-08 03:00:00,186.07000732421875,0.0,1794.4100341796875,1476.43
2020-11-08 04:00:00,181.1699981689453,0.0,1800.199951171875,1057.4
2020-11-08 05:00:00,190.86000061035156,0.0,1898.4599609375,369.15
2020-11-08 06:00:00,202.5399932861328,0.0,2096.52001953125,352.09
2020-11-08 07:00:00,207.0399932861328,8.770000457763672,2290.10009765625,328.46
2020-11-08 08:00:00,205.77999877929688,62.25,2365.050048828125,411.28
2020-11-08 09:00:00,201.35000610351562,135.17999267578125,2400.449951171875,433.93
2020-11-08 10:00:00,197.85000610351562,188.9600067138672,2413.139892578125,481.91
2020-11-08 11:00:00,195.3800048828125,202.22000122070312,2403.81005859375,490.42
2020-11-08 12:00:00,197.94000244140625,183.7100067138672,2379.949951171875,627.07
2020-11-08 13:00:00,207.32000732421875,144.60000610351562,2361.219970703125,859.57
2020-11-08 14:00:00,227.75,75.56999969482422,2373.280029296875,907.15
2020-11-08 15:00:00,280.3599853515625,14.180000305175781,2435.02001953125,848.91
2020-11-08 16:00:00,388.8500061035156,0.0,2781.989990234375,1192.25
2020-11-08 17:00:00,513.7999877929688,0.0,2855.580078125,1690.96
2020-11-08 18:00:00,629.1500244140625,0.0,2656.5,1739.05
2020-11-08 19:00:00,709.77001953125,0.0,2494.409912109375,1750.0
2020-11-08 20:00:00,756.9099731445312,0.0,2368.199951171875,1750.0
2020-11-08 21:00:00,787.1799926757812,0.0,2229.580078125,1750.0
2020-11-08 22:00:00,791.7899780273438,0.0,2059.159912109375,1770.0
2020-11-08 23:00:00,776.5499877929688,0.0,1988.4100341796875,1790.0
2020-11-09 00:00:00,788.9600219726562,0.0,1933.5899658203125,1790.0
2020-11-09 01:00:00,752.22998046875,0.0,1915.9100341796875,1800.0
2020-11-09 02:00:00,721.1500244140625,0.0,1924.489990234375,1800.0
2020-11-09 03:00:00,697.2999877929688,0.0,1949.6400146484375,1810.0
2020-11-09 04:00:00,682.5399780273438,0.0,2049.43994140625,1810.0
2020-11-09 05:00:00,697.9000244140625,0.0,2362.860107421875,1800.0
2020-11-09 06:00:00,741.0,0.12999999523162842,2829.070068359375,1248.4
2020-11-09 07:00:00,777.2100219726562,5.75,3075.110107421875,764.29
2020-11-09 08:00:00,770.8200073242188,32.59000015258789,3075.0400390625,1031.25
2020-11-09 09:00:00,700.1099853515625,76.11000061035156,3069.070068359375,645.97
2020-11-09 10:00:00,592.5900268554688,110.27999877929688,3064.0,515.06
2020-11-09 11:00:00,504.8599853515625,120.1500015258789,2975.330078125,507.76
2020-11-09 12:00:00,446.94000244140625,107.9000015258789,2989.8701171875,608.77
2020-11-09 13:00:00,419.5199890136719,80.16000366210938,2980.5,476.19
2020-11-09 14:00:00,424.760009765625,37.86000061035156,2903.429931640625,647.58
2020-11-09 15:00:00,455.3999938964844,7.679999828338623,2908.159912109375,535.95
2020-11-09 16:00:00,523.4500122070312,0.0,3172.60009765625,14.04
2020-11-09 17:00:00,576.260009765625,0.0,3191.06005859375,477.42
2020-11-09 18:00:00,602.22998046875,0.0,2982.719970703125,763.65
2020-11-09 19:00:00,622.7100219726562,0.0,2784.389892578125,1229.95
2020-11-09 20:00:00,625.469970703125,0.0,2604.830078125,1205.74
2020-11-09 21:00:00,588.3699951171875,0.0,2419.340087890625,1790.0
2020-11-09 22:00:00,533.3099975585938,0.0,2220.60009765625,1790.0
2020-11-09 23:00:00,497.19000244140625,0.0,2058.389892578125,1790.0
2020-11-10 00:00:00,538.1400146484375,0.0,1984.469970703125,1790.0
2020-11-10 01:00:00,517.9600219726562,0.0,1963.719970703125,1790.0
2020-11-10 02:00:00,489.0299987792969,0.0,1964.0699462890625,1790.0
2020-11-10 03:00:00,470.4700012207031,0.0,1996.6300048828125,1800.0
2020-11-10 04:00:00,466.1300048828125,0.0,2068.419921875,1800.0
2020-11-10 05:00:00,479.04998779296875,0.0,2378.6298828125,1775.36
2020-11-10 06:00:00,483.3399963378906,0.10000000149011612,2835.10009765625,70.57
2020-11-10 07:00:00,503.69000244140625,3.259999990463257,3088.18994140625,99.24
2020-11-10 08:00:00,539.9000244140625,17.68000030517578,3098.090087890625,203.65
2020-11-10 09:00:00,527.77001953125,48.7400016784668,3108.409912109375,158.43
2020-11-10 10:00:00,497.07000732421875,77.72000122070312,3114.679931640625,151.7
2020-11-10 11:00:00,465.9599914550781,87.75,3033.419921875,147.9
2020-11-10 12:00:00,436.5,80.33000183105469,3032.409912109375,70.53
2020-11-10 13:00:00,418.0,57.599998474121094,3021.699951171875,53.1
2020-11-10 14:00:00,417.010009765625,25.059999465942383,2959.18994140625,6.72
2020-11-10 15:00:00,422.20001220703125,5.300000190734863,2960.679931640625,-186.34
2020-11-10 16:00:00,433.1199951171875,0.0,3227.679931640625,-484.7
2020-11-10 17:00:00,447.7799987792969,0.0,3246.06005859375,-285.34
2020-11-10 18:00:00,448.8599853515625,0.0,3013.719970703125,129.43
2020-11-10 19:00:00,430.1000061035156,0.0,2807.72998046875,1317.34
2020-11-10 20:00:00,390.79998779296875,0.0,2632.0400390625,1228.64
2020-11-10 21:00:00,352.8699951171875,0.0,2444.0,1703.58
2020-11-10 22:00:00,319.760009765625,0.0,2253.179931640625,2357.88
2020-11-10 23:00:00,291.7900085449219,0.0,2095.510009765625,1474.75
2020-11-11 00:00:00,305.70001220703125,0.0,2014.06005859375,1708.15
2020-11-11 01:00:00,292.8800048828125,0.0,1992.0400390625,1739.55
2020-11-11 02:00:00,286.7900085449219,0.0,1987.06005859375,1366.45
2020-11-11 03:00:00,296.80999755859375,0.0,2019.31005859375,718.44
2020-11-11 04:00:00,326.1700134277344,0.0,2110.409912109375,-323.63
2020-11-11 05:00:00,349.95001220703125,0.0,2438.219970703125,-1356.1
2020-11-11 06:00:00,358.7099914550781,0.10999999940395355,2912.320068359375,-1514.61
2020-11-11 07:00:00,387.8299865722656,3.319999933242798,3151.10009765625,-1532.61
2020-11-11 08:00:00,435.9599914550781,17.1200008392334,3147.22998046875,-1510.01
2020-11-11 09:00:00,456.67999267578125,46.06999969482422,3161.320068359375,-1585.55
2020-11-11 10:00:00,459.1300048828125,73.47000122070312,3186.85009765625,-1477.94
2020-11-11 11:00:00,477.1300048828125,80.8499984741211,3113.5,-1487.11
2020-11-11 12:00:00,468.55999755859375,72.33999633789062,3098.10009765625,-1523.15
2020-11-11 13:00:00,467.8599853515625,48.47999954223633,3081.68994140625,-1423.11
2020-11-11 14:00:00,501.32000732421875,18.280000686645508,2978.89990234375,-1107.13
2020-11-11 15:00:00,560.5499877929688,3.8299999237060547,2987.0400390625,-1467.24
2020-11-11 16:00:00,658.7100219726562,0.0,3232.590087890625,-1437.1
2020-11-11 17:00:00,742.8400268554688,0.0,3233.97998046875,-1129.84
2020-11-11 18:00:00,827.1199951171875,0.0,3026.0,-816.8
2020-11-11 19:00:00,898.25,0.0,2820.0400390625,-616.66
2020-11-11 20:00:00,951.22998046875,0.0,2641.800048828125,-612.81
2020-11-11 21:00:00,1022.4600219726562,0.0,2454.010009765625,1.19
2020-11-11 22:00:00,1066.5899658203125,0.0,2260.3701171875,1016.14
2020-11-11 23:00:00,1123.800048828125,0.0,2102.239990234375,1400.0
2020-11-12 00:00:00,1191.6400146484375,0.0,2050.969970703125,1420.0
2020-11-12 01:00:00,1227.8800048828125,0.0,2033.77001953125,1300.0
2020-11-12 02:00:00,1255.219970703125,0.0,2013.25,1300.0
2020-11-12 03:00:00,1308.4599609375,0.0,2063.469970703125,1300.0
2020-11-12 04:00:00,1416.4000244140625,0.0,2158.7099609375,955.8
2020-11-12 05:00:00,1552.6800537109375,0.0,2466.530029296875,-414.19
2020-11-12 06:00:00,1697.4100341796875,0.12999999523162842,2924.919921875,-372.49
2020-11-12 07:00:00,1808.300048828125,2.690000057220459,3163.139892578125,-401.87
2020-11-12 08:00:00,1855.2900390625,11.430000305175781,3177.219970703125,-283.24
2020-11-12 09:00:00,1977.6600341796875,33.18000030517578,3195.72998046875,-162.26
2020-11-12 10:00:00,2030.530029296875,60.2599983215332,3204.68994140625,-106.21
2020-11-12 11:00:00,2010.0699462890625,67.69000244140625,3157.97998046875,-134.17
2020-11-12 12:00:00,1951.780029296875,57.7400016784668,3132.330078125,-234.45
2020-11-12 13:00:00,1801.300048828125,36.9900016784668,3098.469970703125,-288.97
2020-11-12 14:00:00,1684.3299560546875,13.010000228881836,3021.659912109375,-160.42
2020-11-12 15:00:00,1618.550048828125,2.9800000190734863,3048.35009765625,-704.1
2020-11-12 16:00:00,1499.8699951171875,0.0,3267.159912109375,-975.34
2020-11-12 17:00:00,1395.7099609375,0.0,3254.590087890625,-898.21
2020-11-12 18:00:00,1329.5,0.0,3032.14990234375,-665.05
2020-11-12 19:00:00,1284.27001953125,0.0,2818.89990234375,235.96
2020-11-12 20:00:00,1220.9000244140625,0.0,2638.989990234375,518.89
2020-11-12 21:00:00,1155.52001953125,0.0,2442.7900390625,859.6
2020-11-12 22:00:00,1039.969970703125,0.0,2244.409912109375,1383.18
2020-11-12 23:00:00,946.9000244140625,0.0,2102.010009765625,2087.76
2020-11-13 00:00:00,587.8099975585938,0.0,2044.5999755859375,2200.6
2020-11-13 01:00:00,542.2899780273438,0.0,2026.719970703125,2255.39
2020-11-13 02:00:00,486.95001220703125,0.0,2013.300048828125,2094.23
2020-11-13 03:00:00,464.1499938964844,0.0,2053.419921875,1561.39
2020-11-13 04:00:00,455.5199890136719,0.0,2120.179931640625,97.6
2020-11-13 05:00:00,497.6199951171875,0.0,2416.3701171875,-1228.34
2020-11-13 06:00:00,580.4500122070312,0.0,2862.1201171875,-1248.05
2020-11-13 07:00:00,710.0499877929688,5.090000152587891,3092.0400390625,-1226.6
2020-11-13 08:00:00,923.8699951171875,42.209999084472656,3084.1201171875,-982.67
2020-11-13 09:00:00,1123.510009765625,96.83999633789062,3077.72998046875,-853.1
2020-11-13 10:00:00,1272.9300537109375,138.88999938964844,3088.570068359375,-654.25
2020-11-13 11:00:00,1389.489990234375,139.72000122070312,3008.530029296875,-422.5
2020-11-13 12:00:00,1528.550048828125,118.33000183105469,2934.18994140625,-309.62
2020-11-13 13:00:00,1633.6700439453125,82.04000091552734,2859.6201171875,-310.2
2020-11-13 14:00:00,1748.6400146484375,36.31999969482422,2776.6298828125,-166.0
2020-11-13 15:00:00,1877.969970703125,5.400000095367432,2821.489990234375,-355.56
2020-11-13 16:00:00,2021.8599853515625,0.0,3057.510009765625,-365.46
2020-11-13 17:00:00,2134.239990234375,0.0,3057.3701171875,187.02
2020-11-13 18:00:00,2164.43994140625,0.0,2841.199951171875,780.95
2020-11-13 19:00:00,2117.300048828125,0.0,2631.5,1276.19
2020-11-13 20:00:00,1931.489990234375,0.0,2458.530029296875,977.1
2020-11-13 21:00:00,1647.969970703125,0.0,2284.340087890625,975.64
2020-11-13 22:00:00,1474.280029296875,0.0,2120.659912109375,1056.22
2020-11-13 23:00:00,1258.989990234375,0.0,1973.030029296875,1110.22
2020-11-14 00:00:00,950.5900268554688,0.0,1874.489990234375,1419.82
2020-11-14 01:00:00,903.5599975585938,0.0,1835.0999755859375,1571.03
2020-11-14 02:00:00,832.0599975585938,0.0,1817.4200439453125,1755.85
2020-11-14 03:00:00,770.5599975585938,0.0,1824.739990234375,1153.14
2020-11-14 04:00:00,751.8699951171875,0.0,1863.0699462890625,956.88
2020-11-14 05:00:00,775.4500122070312,0.0,1978.3499755859375,639.44
2020-11-14 06:00:00,849.489990234375,0.0,2184.489990234375,626.27
2020-11-14 07:00:00,938.8800048828125,2.359999895095825,2386.219970703125,637.44
2020-11-14 08:00:00,1031.469970703125,35.40999984741211,2471.800048828125,796.04
2020-11-14 09:00:00,1047.1199951171875,80.91000366210938,2495.989990234375,693.57
2020-11-14 10:00:00,1031.1199951171875,120.80999755859375,2476.820068359375,505.74
2020-11-14 11:00:00,1028.8199462890625,123.94000244140625,2478.43994140625,499.55
2020-11-14 12:00:00,1069.2900390625,105.38999938964844,2442.39990234375,625.96
2020-11-14 13:00:00,1158.9300537109375,71.2699966430664,2412.10009765625,785.0
2020-11-14 14:00:00,1235.5799560546875,31.940000534057617,2411.860107421875,17.23
2020-11-14 15:00:00,1364.219970703125,4.230000019073486,2490.8798828125,-12.77
2020-11-14 16:00:00,1554.75,0.0,2766.530029296875,-34.98
2020-11-14 17:00:00,1770.43994140625,0.0,2797.639892578125,381.19
2020-11-14 18:00:00,1945.6700439453125,0.0,2607.969970703125,1018.57
2020-11-14 19:00:00,2143.820068359375,0.0,2443.510009765625,1300.0
2020-11-14 20:00:00,2294.889892578125,0.0,2311.489990234375,1300.0
2020-11-14 21:00:00,2409.550048828125,0.0,2170.360107421875,1300.0
2020-11-14 22:00:00,2425.699951171875,0.0,2017.8499755859375,1270.17
2020-11-14 23:00:00,2416.110107421875,0.0,1898.8499755859375,682.73
2020-11-15 00:00:00,2396.64990234375,0.0,1825.4300537109375,1297.33
2020-11-15 01:00:00,2392.449951171875,0.0,1789.2900390625,1300.0
2020-11-15 02:00:00,2406.260009765625,0.0,1789.449951171875,1300.0
2020-11-15 03:00:00,2444.75,0.0,1792.3699951171875,1300.0
2020-11-15 04:00:00,2479.47998046875,0.0,1804.760009765625,1223.3
2020-11-15 05:00:00,2512.280029296875,0.0,1891.010009765625,900.92
2020-11-15 06:00:00,2518.169921875,0.0,2098.93994140625,1127.66
2020-11-15 07:00:00,2475.929931640625,0.8899999856948853,2297.530029296875,1300.0
2020-11-15 08:00:00,2403.7900390625,15.680000305175781,2392.06005859375,1300.0
2020-11-15 09:00:00,2331.2099609375,47.599998474121094,2433.300048828125,1188.9
2020-11-15 10:00:00,2296.89990234375,85.4800033569336,2446.659912109375,1300.0
2020-11-15 11:00:00,2284.659912109375,100.16000366210938,2399.360107421875,1300.0
2020-11-15 12:00:00,2364.1201171875,98.4800033569336,2352.97998046875,1135.91
2020-11-15 13:00:00,2514.919921875,72.69999694824219,2365.9599609375,1300.0
2020-11-15 14:00:00,2628.6298828125,31.469999313354492,2407.39990234375,1107.79
2020-11-15 15:00:00,2740.340087890625,3.7899999618530273,2538.320068359375,1300.0
2020-11-15 16:00:00,2871.7099609375,0.0,2812.06005859375,1184.97
2020-11-15 17:00:00,2985.7900390625,0.0,2823.280029296875,1300.0
2020-11-15 18:00:00,3081.06005859375,0.0,2634.0400390625,1300.0
