valuetime,wind,solar,load,spot,flow
2020-11-02 07:00:00,2736.360107421875,3.0,3064.0,5.47,1300.0
2020-11-02 08:00:00,3023.39990234375,15.0,3009.0,5.32,1300.0
2020-11-02 09:00:00,3068.969970703125,29.0,3074.0,5.05,1300.0
2020-11-02 10:00:00,3208.8798828125,39.0,3062.0,4.96,1300.0
2020-11-02 11:00:00,3099.0400390625,45.0,3042.0,4.86,1300.0
2020-11-02 12:00:00,2955.820068359375,42.0,3028.0,4.92,1300.0
2020-11-02 13:00:00,2926.52001953125,30.0,2998.0,4.95,1300.0
2020-11-02 14:00:00,2733.530029296875,12.0,2938.0,5.38,1300.0
2020-11-02 15:00:00,2646.570068359375,2.0,3015.0,7.01,1300.0
2020-11-02 16:00:00,2700.35009765625,0.0,3256.0,8.54,1300.0
2020-11-02 17:00:00,2830.300048828125,0.0,3077.0,8.33,1300.0
2020-11-02 18:00:00,3060.550048828125,0.0,2884.0,7.13,1300.0
2020-11-02 19:00:00,2824.949951171875,0.0,2723.0,5.61,1300.0
2020-11-02 20:00:00,2607.929931640625,0.0,2602.0,4.97,1300.0
2020-11-02 21:00:00,2454.43994140625,0.0,2407.0,3.22,1300.0
2020-11-02 22:00:00,2243.5400390625,0.0,2212.0,1.49,1300.0
2020-11-02 23:00:00,2192.080078125,0.0,2072.0,0.09,1300.0
2020-11-03 00:00:00,2461.639892578125,0.0,2003.0,0.11,1300.0
2020-11-03 01:00:00,2593.340087890625,0.0,2009.0,0.13,1300.0
2020-11-03 02:00:00,2872.050048828125,0.0,2044.0,0.43,1300.0
2020-11-03 03:00:00,3094.4599609375,0.0,2095.0,1.11,1300.0
2020-11-03 04:00:00,2759.909912109375,0.0,2251.0,2.52,1300.0
2020-11-03 05:00:00,2433.27001953125,0.0,2646.0,5.52,1300.0
2020-11-03 06:00:00,2503.89990234375,2.0,2985.0,8.04,1300.0
2020-11-03 07:00:00,2362.719970703125,38.0,3110.0,8.36,1300.0
2020-11-03 08:00:00,2261.510009765625,121.0,3064.0,8.1,1300.0
2020-11-03 09:00:00,2064.6201171875,212.0,3077.0,8.02,1300.0
2020-11-03 10:00:00,2064.080078125,272.0,3082.0,7.53,1300.0
2020-11-03 11:00:00,1981.9300537109375,243.0,3053.0,7.06,1300.0
2020-11-03 12:00:00,2231.449951171875,204.0,3026.0,7.11,1300.0
2020-11-03 13:00:00,2153.780029296875,143.0,2952.0,8.63,1380.0
2020-11-03 14:00:00,1591.02001953125,58.0,2853.0,9.9,1455.0
2020-11-03 15:00:00,1371.8599853515625,5.0,2977.0,41.04,1491.0
2020-11-03 16:00:00,1666.93994140625,0.0,3325.0,45.99,987.0
2020-11-03 17:00:00,1916.5,0.0,3173.0,40.06,1300.0
2020-11-03 18:00:00,2079.139892578125,0.0,2947.0,26.99,1380.0
2020-11-03 19:00:00,2057.1298828125,0.0,2807.0,8.31,1300.0
2020-11-03 20:00:00,2225.030029296875,0.0,2658.0,7.54,1300.0
2020-11-03 21:00:00,2056.97998046875,0.0,2423.0,6.14,1300.0
2020-11-03 22:00:00,2140.27001953125,0.0,2236.0,3.75,1300.0
2020-11-03 23:00:00,1894.989990234375,0.0,2117.0,2.43,1300.0
2020-11-04 00:00:00,2007.989990234375,0.0,2034.0,1.49,1300.0
2020-11-04 01:00:00,2329.530029296875,0.0,2084.0,1.44,1300.0
2020-11-04 02:00:00,2388.030029296875,0.0,2090.0,1.42,1300.0
2020-11-04 03:00:00,1939.800048828125,0.0,2128.0,1.46,1300.0
2020-11-04 04:00:00,1881.93994140625,0.0,2284.0,2.26,1300.0
2020-11-04 05:00:00,1951.25,0.0,2719.0,4.61,1300.0
2020-11-04 06:00:00,2096.97998046875,2.0,3079.0,8.21,1300.0
2020-11-04 07:00:00,2297.860107421875,38.0,3160.0,19.92,1300.0
2020-11-04 08:00:00,2233.4599609375,143.0,3050.0,7.46,1300.0
2020-11-04 09:00:00,1969.3199462890625,242.0,2709.0,6.37,1300.0
2020-11-04 10:00:00,2173.169921875,285.0,2610.0,5.19,1300.0
2020-11-04 11:00:00,2575.68994140625,243.0,2684.0,4.97,1300.0
2020-11-04 12:00:00,3055.469970703125,180.0,3061.0,4.98,1300.0
2020-11-04 13:00:00,3219.60009765625,124.0,3022.0,5.02,1300.0
2020-11-04 14:00:00,2427.739990234375,60.0,2850.0,5.15,1455.0
2020-11-04 15:00:00,2072.7099609375,6.0,2975.0,7.0,1500.0
2020-11-04 16:00:00,2814.3798828125,0.0,3323.0,34.99,1500.0
2020-11-04 17:00:00,2848.780029296875,0.0,3177.0,15.08,1500.0
2020-11-04 18:00:00,2806.580078125,0.0,2965.0,6.17,1500.0
2020-11-04 19:00:00,2726.14990234375,0.0,2792.0,4.91,1500.0
2020-11-04 20:00:00,2736.68994140625,0.0,2603.0,4.32,1500.0
2020-11-04 21:00:00,2762.830078125,0.0,2423.0,3.23,1500.0
2020-11-04 22:00:00,2857.31005859375,0.0,2224.0,1.44,1500.0
2020-11-04 23:00:00,2820.659912109375,0.0,2128.0,1.68,1500.0
2020-11-05 00:00:00,2813.06005859375,0.0,2074.0,1.36,1500.0
2020-11-05 01:00:00,2874.5,0.0,2060.0,0.96,1500.0
2020-11-05 02:00:00,2946.43994140625,0.0,2073.0,0.9,1500.0
2020-11-05 03:00:00,3037.679931640625,0.0,2132.0,0.97,1500.0
2020-11-05 04:00:00,3150.639892578125,0.0,2241.0,1.49,1490.0
2020-11-05 05:00:00,2720.510009765625,0.0,2151.0,2.31,1340.0
2020-11-05 06:00:00,2855.320068359375,1.0,2519.0,4.29,1500.0
2020-11-05 07:00:00,3093.27001953125,8.0,2542.0,3.73,1310.0
2020-11-05 08:00:00,2957.510009765625,26.0,2615.0,3.47,1430.0
2020-11-05 09:00:00,2866.739990234375,45.0,2673.0,3.04,1300.0
2020-11-05 10:00:00,2855.1201171875,53.0,2610.0,2.64,1300.0
2020-11-05 11:00:00,2872.330078125,56.0,2627.0,2.34,1300.0
2020-11-05 12:00:00,2853.510009765625,45.0,2658.0,2.18,1300.0
2020-11-05 13:00:00,2802.75,31.0,2571.0,2.38,1300.0
2020-11-05 14:00:00,2682.570068359375,13.0,2623.0,3.08,1500.0
2020-11-05 15:00:00,2646.389892578125,1.0,2672.0,4.56,1500.0
2020-11-05 16:00:00,2670.4599609375,0.0,2813.0,6.96,1310.0
2020-11-05 17:00:00,2763.260009765625,0.0,2672.0,5.87,1500.0
2020-11-05 18:00:00,2612.580078125,0.0,2464.0,4.05,1500.0
2020-11-05 19:00:00,2565.780029296875,0.0,2291.0,3.11,1500.0
2020-11-05 20:00:00,2425.1201171875,0.0,2080.0,2.19,1500.0
2020-11-05 21:00:00,2528.989990234375,0.0,1887.0,1.61,1500.0
2020-11-05 22:00:00,2568.010009765625,0.0,1731.0,1.01,1500.0
2020-11-05 23:00:00,2472.5400390625,0.0,1640.0,0.94,1500.0
2020-11-06 00:00:00,2367.030029296875,0.0,1583.0,0.89,1500.0
2020-11-06 01:00:00,2291.030029296875,0.0,1564.0,0.88,1500.0
2020-11-06 02:00:00,2071.39990234375,0.0,1592.0,1.12,1500.0
2020-11-06 03:00:00,1826.8399658203125,0.0,1689.0,1.49,1500.0
2020-11-06 04:00:00,1676.97998046875,0.0,1879.0,2.67,1500.0
2020-11-06 05:00:00,1577.010009765625,0.0,2264.0,10.04,1500.0
2020-11-06 06:00:00,1432.9300537109375,0.0,2672.0,47.73,1248.0
2020-11-06 07:00:00,1235.9000244140625,17.0,2761.0,50.36,634.0
2020-11-06 08:00:00,1096.1300048828125,70.0,2770.0,47.93,636.0
2020-11-06 09:00:00,979.5999755859375,149.0,2826.0,45.1,578.0
2020-11-06 10:00:00,791.6699829101562,227.0,2747.0,43.3,681.0
2020-11-06 11:00:00,1024.3699951171875,251.0,2579.0,39.38,1030.0
2020-11-06 12:00:00,1076.989990234375,209.0,2506.0,38.27,1278.0
2020-11-06 13:00:00,1047.1099853515625,127.0,2447.0,38.9,1381.0
2020-11-06 14:00:00,793.6099853515625,46.0,2483.0,43.34,1346.0
2020-11-06 15:00:00,606.9299926757812,3.0,2616.0,46.71,538.0
2020-11-06 16:00:00,515.3599853515625,0.0,2920.0,52.0,-276.0
2020-11-06 17:00:00,431.70001220703125,0.0,2811.0,50.38,-23.0
2020-11-06 18:00:00,477.8999938964844,0.0,2559.0,47.79,955.0
2020-11-06 19:00:00,461.5,0.0,2367.0,40.81,1165.0
2020-11-06 20:00:00,436.5,0.0,2223.0,36.37,1167.0
2020-11-06 21:00:00,493.94000244140625,0.0,2060.0,37.0,1354.0
2020-11-06 22:00:00,330.4800109863281,0.0,1930.0,33.49,1578.0
2020-11-06 23:00:00,304.05999755859375,0.0,1838.0,35.05,1674.0
2020-11-07 00:00:00,269.30999755859375,0.0,1770.0,30.92,1690.0
2020-11-07 01:00:00,258.3299865722656,0.0,1696.0,26.22,1670.0
2020-11-07 02:00:00,279.69000244140625,0.0,1724.0,16.83,1680.0
2020-11-07 03:00:00,261.25,0.0,1794.0,25.66,1680.0
2020-11-07 04:00:00,343.8299865722656,0.0,1829.0,28.01,1680.0
2020-11-07 05:00:00,352.70001220703125,0.0,1942.0,30.33,1578.0
2020-11-07 06:00:00,391.07000732421875,0.0,2111.0,30.84,1498.0
2020-11-07 07:00:00,436.9700012207031,7.0,2263.0,34.62,1312.0
2020-11-07 08:00:00,516.4199829101562,37.0,2344.0,34.58,1204.0
2020-11-07 09:00:00,512.8200073242188,91.0,2341.0,32.1,1028.0
2020-11-07 10:00:00,509.79998779296875,141.0,2313.0,31.75,1002.0
2020-11-07 11:00:00,518.0399780273438,159.0,2278.0,32.78,1105.0
2020-11-07 12:00:00,476.7699890136719,144.0,2251.0,32.1,1040.0
2020-11-07 13:00:00,387.010009765625,98.0,2237.0,33.7,1236.0
2020-11-07 14:00:00,405.3399963378906,38.0,2287.0,41.02,1179.0
2020-11-07 15:00:00,379.2200012207031,3.0,2440.0,47.0,826.0
2020-11-07 16:00:00,345.6300048828125,0.0,2756.0,52.11,432.0
2020-11-07 17:00:00,365.989990234375,0.0,2611.0,48.84,315.0
2020-11-07 18:00:00,354.8599853515625,0.0,2412.0,46.6,664.0
2020-11-07 19:00:00,382.1700134277344,0.0,2258.0,42.85,1224.0
2020-11-07 20:00:00,413.29998779296875,0.0,2127.0,39.01,1323.0
2020-11-07 21:00:00,406.29998779296875,0.0,1996.0,37.99,1423.0
2020-11-07 22:00:00,459.0299987792969,0.0,1892.0,35.72,1544.0
2020-11-07 23:00:00,463.6600036621094,0.0,1798.0,35.87,1594.0
2020-11-08 00:00:00,417.05999755859375,0.0,1774.0,31.71,1643.0
2020-11-08 01:00:00,319.94000244140625,0.0,1774.0,31.21,1656.0
2020-11-08 02:00:00,214.42999267578125,0.0,1790.0,31.3,1609.0
2020-11-08 03:00:00,147.3000030517578,0.0,1791.0,31.85,1545.0
2020-11-08 04:00:00,158.5399932861328,0.0,1812.0,32.52,1069.0
2020-11-08 05:00:00,220.52999877929688,0.0,1941.0,32.46,320.0
2020-11-08 06:00:00,242.3699951171875,1.0,2137.0,33.95,105.0
2020-11-08 07:00:00,145.13999938964844,31.0,2295.0,32.01,38.0
2020-11-08 08:00:00,124.91000366210938,119.0,2351.0,33.66,-32.0
2020-11-08 09:00:00,88.70999908447266,212.0,2350.0,32.55,113.0
2020-11-08 10:00:00,124.54000091552734,266.0,2320.0,33.59,-122.0
2020-11-08 11:00:00,107.58999633789062,269.0,2282.0,33.71,229.0
2020-11-08 12:00:00,116.37000274658203,234.0,2262.0,33.31,319.0
2020-11-08 13:00:00,144.74000549316406,162.0,2280.0,33.71,453.0
2020-11-08 14:00:00,149.94000244140625,58.0,2349.0,39.8,120.0
2020-11-08 15:00:00,172.44000244140625,4.0,2528.0,43.7,-507.0
2020-11-08 16:00:00,266.3599853515625,0.0,2892.0,48.62,-812.0
2020-11-08 17:00:00,451.20001220703125,0.0,2765.0,47.96,-498.0
2020-11-08 18:00:00,532.7899780273438,0.0,2533.0,46.0,196.0
2020-11-08 19:00:00,586.1099853515625,0.0,2376.0,43.82,1112.0
2020-11-08 20:00:00,669.760009765625,0.0,2216.0,40.31,1267.0
2020-11-08 21:00:00,742.739990234375,0.0,2060.0,39.1,1702.0
2020-11-08 22:00:00,825.25,0.0,1934.0,36.11,1770.0
2020-11-08 23:00:00,974.4000244140625,0.0,1856.0,32.5,1745.0
2020-11-09 00:00:00,1033.3800048828125,0.0,1811.0,22.87,1790.0
2020-11-09 01:00:00,970.22998046875,0.0,1811.0,19.62,1800.0
2020-11-09 02:00:00,853.5399780273438,0.0,1816.0,24.96,1800.0
2020-11-09 03:00:00,768.47998046875,0.0,1895.0,31.0,1729.0
2020-11-09 04:00:00,641.1300048828125,0.0,2047.0,33.15,1154.0
2020-11-09 05:00:00,639.6900024414062,0.0,2454.0,44.37,-244.0
2020-11-09 06:00:00,680.1199951171875,0.0,2847.0,48.88,-822.0
2020-11-09 07:00:00,735.3099975585938,4.0,2974.0,49.95,-893.0
2020-11-09 08:00:00,729.4299926757812,19.0,3000.0,48.0,-814.0
2020-11-09 09:00:00,694.4000244140625,34.0,3070.0,46.64,-707.0
2020-11-09 10:00:00,690.6699829101562,45.0,3071.0,46.26,-743.0
2020-11-09 11:00:00,684.22998046875,47.0,2975.0,46.11,-1100.0
2020-11-09 12:00:00,604.0800170898438,41.0,3012.0,48.06,-1100.0
2020-11-09 13:00:00,594.8900146484375,23.0,2967.0,54.36,-1100.0
2020-11-09 14:00:00,619.77001953125,7.0,2815.0,49.67,-1037.0
2020-11-09 15:00:00,635.9000244140625,0.0,2902.0,73.97,-1100.0
2020-11-09 16:00:00,657.1199951171875,0.0,3214.0,71.92,-1321.0
2020-11-09 17:00:00,716.8200073242188,0.0,3044.0,61.61,-1134.0
2020-11-09 18:00:00,705.0,0.0,2814.0,55.96,-820.0
2020-11-09 19:00:00,723.1199951171875,0.0,2630.0,48.04,217.0
2020-11-09 20:00:00,643.8499755859375,0.0,2479.0,44.54,572.0
2020-11-09 21:00:00,706.7899780273438,0.0,2273.0,42.04,830.0
2020-11-09 22:00:00,719.22998046875,0.0,2084.0,36.45,1253.0
2020-11-09 23:00:00,693.8099975585938,0.0,2004.0,32.87,1790.0
2020-11-10 00:00:00,726.5900268554688,0.0,1952.0,32.79,1790.0
2020-11-10 01:00:00,687.0700073242188,0.0,1934.0,31.99,1790.0
2020-11-10 02:00:00,634.5399780273438,0.0,1938.0,31.23,1790.0
2020-11-10 03:00:00,553.010009765625,0.0,2005.0,32.8,1579.0
2020-11-10 04:00:00,501.739990234375,0.0,2167.0,35.46,243.0
2020-11-10 05:00:00,535.6799926757812,0.0,2575.0,45.46,-884.0
2020-11-10 06:00:00,584.3400268554688,0.0,2984.0,50.23,-1042.0
2020-11-10 07:00:00,711.9099731445312,3.0,3096.0,54.18,-1046.0
2020-11-10 08:00:00,666.4099731445312,13.0,3165.0,52.8,-1011.0
2020-11-10 09:00:00,612.25,24.0,3199.0,52.97,-1022.0
2020-11-10 10:00:00,620.280029296875,32.0,3196.0,52.39,-957.0
2020-11-10 11:00:00,673.0900268554688,32.0,3132.0,50.82,-932.0
2020-11-10 12:00:00,662.72998046875,26.0,3158.0,50.0,-1092.0
2020-11-10 13:00:00,614.280029296875,16.0,3129.0,51.21,-1018.0
2020-11-10 14:00:00,572.2100219726562,4.0,3098.0,57.16,-902.0
2020-11-10 15:00:00,575.219970703125,0.0,3221.0,57.47,-1005.0
2020-11-10 16:00:00,575.5499877929688,0.0,3420.0,79.72,-1231.0
2020-11-10 17:00:00,577.6699829101562,0.0,3183.0,68.33,-1156.0
2020-11-10 18:00:00,616.7999877929688,0.0,2947.0,57.85,-968.0
2020-11-10 19:00:00,544.72998046875,0.0,2762.0,50.0,-905.0
2020-11-10 20:00:00,480.4200134277344,0.0,2579.0,44.78,-377.0
2020-11-10 21:00:00,476.17999267578125,0.0,2361.0,42.89,507.0
2020-11-10 22:00:00,490.8500061035156,0.0,2203.0,37.03,1375.0
2020-11-10 23:00:00,462.3599853515625,0.0,2099.0,40.07,1944.0
2020-11-11 00:00:00,402.7900085449219,0.0,2036.0,37.9,1855.0
2020-11-11 01:00:00,393.70001220703125,0.0,2010.0,34.27,1840.0
2020-11-11 02:00:00,370.20001220703125,0.0,2014.0,34.04,1845.0
2020-11-11 03:00:00,298.2799987792969,0.0,2130.0,33.73,1733.0
2020-11-11 04:00:00,281.6000061035156,0.0,2273.0,35.92,528.0
2020-11-11 05:00:00,289.3999938964844,0.0,2636.0,45.48,-837.0
2020-11-11 06:00:00,271.54998779296875,0.0,3033.0,50.95,-1269.0
2020-11-11 07:00:00,295.0899963378906,1.0,3120.0,51.76,-1393.0
2020-11-11 08:00:00,358.79998779296875,5.0,3135.0,50.0,-1262.0
2020-11-11 09:00:00,386.1000061035156,12.0,3196.0,50.0,-1264.0
2020-11-11 10:00:00,477.55999755859375,18.0,3207.0,50.43,-1208.0
2020-11-11 11:00:00,429.6700134277344,19.0,3165.0,48.0,-1186.0
2020-11-11 12:00:00,464.5,14.0,3154.0,48.24,-1205.0
2020-11-11 13:00:00,514.9600219726562,9.0,3118.0,49.0,-1206.0
2020-11-11 14:00:00,431.3900146484375,3.0,3073.0,52.12,-1031.0
2020-11-11 15:00:00,512.8499755859375,0.0,3170.0,50.85,-1220.0
2020-11-11 16:00:00,566.9000244140625,0.0,3366.0,64.32,-1393.0
2020-11-11 17:00:00,652.75,0.0,3210.0,51.82,-988.0
2020-11-11 18:00:00,744.25,0.0,2978.0,49.0,-707.0
2020-11-11 19:00:00,801.3699951171875,0.0,2764.0,44.91,-519.0
2020-11-11 20:00:00,871.9299926757812,0.0,2592.0,37.63,-84.0
2020-11-11 21:00:00,1049.8299560546875,0.0,2398.0,37.0,832.0
2020-11-11 22:00:00,1098.0699462890625,0.0,2237.0,33.97,2111.0
2020-11-11 23:00:00,1130.5,0.0,2140.0,6.12,1400.0
2020-11-12 00:00:00,1187.260009765625,0.0,2080.0,5.85,1420.0
2020-11-12 01:00:00,1250.260009765625,0.0,2068.0,5.68,1300.0
2020-11-12 02:00:00,1310.6600341796875,0.0,2070.0,5.5,1300.0
2020-11-12 03:00:00,1350.4000244140625,0.0,2136.0,5.6,1300.0
2020-11-12 04:00:00,1345.1800537109375,0.0,2273.0,32.65,1300.0
2020-11-12 05:00:00,1424.4100341796875,0.0,2667.0,39.82,-29.0
2020-11-12 06:00:00,1616.81005859375,0.0,3093.0,45.95,-125.0
2020-11-12 07:00:00,1778.6199951171875,3.0,3180.0,47.21,-106.0
2020-11-12 08:00:00,1870.6500244140625,13.0,3175.0,45.94,-80.0
2020-11-12 09:00:00,1959.72998046875,24.0,3212.0,44.28,-46.0
2020-11-12 10:00:00,2023.489990234375,26.0,3215.0,42.53,111.0
2020-11-12 11:00:00,2046.0,26.0,3223.0,41.13,232.0
2020-11-12 12:00:00,2048.090087890625,22.0,3226.0,41.0,178.0
2020-11-12 13:00:00,1886.4300537109375,7.0,3133.0,44.04,179.0
2020-11-12 14:00:00,1762.27001953125,2.0,3076.0,45.16,62.0
2020-11-12 15:00:00,1677.6300048828125,0.0,3189.0,46.34,51.0
2020-11-12 16:00:00,1552.300048828125,0.0,3389.0,49.97,-337.0
2020-11-12 17:00:00,1475.6400146484375,0.0,3218.0,52.72,-132.0
2020-11-12 18:00:00,1223.06005859375,0.0,2986.0,50.98,162.0
2020-11-12 19:00:00,995.1799926757812,0.0,2786.0,44.08,1065.0
2020-11-12 20:00:00,802.010009765625,0.0,2607.0,37.4,775.0
2020-11-12 21:00:00,899.97998046875,0.0,2395.0,39.66,1660.0
2020-11-12 22:00:00,697.3300170898438,0.0,2234.0,35.4,2215.0
2020-11-12 23:00:00,553.97998046875,0.0,2134.0,33.44,1842.0
2020-11-13 00:00:00,555.7000122070312,0.0,2082.0,31.4,1770.0
2020-11-13 01:00:00,369.42999267578125,0.0,2053.0,30.08,1680.0
2020-11-13 02:00:00,434.3299865722656,0.0,2045.0,29.38,1713.0
2020-11-13 03:00:00,322.0899963378906,0.0,2097.0,29.5,1610.0
2020-11-13 04:00:00,260.70001220703125,0.0,2248.0,30.01,910.0
2020-11-13 05:00:00,358.4800109863281,0.0,2646.0,37.97,-404.0
2020-11-13 06:00:00,561.469970703125,0.0,3051.0,46.48,-979.0
2020-11-13 07:00:00,735.8800048828125,10.0,3146.0,48.05,-1006.0
2020-11-13 08:00:00,799.1799926757812,62.0,3135.0,46.49,-643.0
2020-11-13 09:00:00,890.8900146484375,121.0,3162.0,45.1,-485.0
2020-11-13 10:00:00,792.1900024414062,156.0,3082.0,44.7,-335.0
2020-11-13 11:00:00,1092.949951171875,146.0,2878.0,43.99,-224.0
2020-11-13 12:00:00,1221.199951171875,91.0,2850.0,42.36,-74.0
2020-11-13 13:00:00,1306.8599853515625,57.0,2835.0,44.77,112.0
2020-11-13 14:00:00,1400.75,17.0,2823.0,45.44,238.0
2020-11-13 15:00:00,1524.8900146484375,1.0,2955.0,45.98,213.0
2020-11-13 16:00:00,1766.8800048828125,0.0,3195.0,49.26,324.0
2020-11-13 17:00:00,2085.31005859375,0.0,3059.0,50.05,699.0
2020-11-13 18:00:00,2255.360107421875,0.0,2829.0,24.95,1300.0
2020-11-13 19:00:00,2325.35009765625,0.0,2585.0,15.67,1300.0
2020-11-13 20:00:00,2085.77001953125,0.0,2425.0,25.0,1500.0
2020-11-13 21:00:00,1674.8599853515625,0.0,2249.0,39.98,1415.0
2020-11-13 22:00:00,1216.9100341796875,0.0,2067.0,36.94,1528.0
2020-11-13 23:00:00,953.219970703125,0.0,1977.0,37.02,1616.0
2020-11-14 00:00:00,806.0,0.0,1900.0,35.54,1818.0
2020-11-14 01:00:00,742.6799926757812,0.0,1868.0,32.25,2021.0
2020-11-14 02:00:00,595.27001953125,0.0,1863.0,32.05,1982.0
2020-11-14 03:00:00,519.989990234375,0.0,1894.0,32.1,1683.0
2020-11-14 04:00:00,424.8900146484375,0.0,1955.0,32.1,1082.0
2020-11-14 05:00:00,564.6599731445312,0.0,2092.0,32.42,581.0
2020-11-14 06:00:00,623.1699829101562,0.0,2299.0,37.69,336.0
2020-11-14 07:00:00,782.030029296875,12.0,2459.0,42.0,532.0
2020-11-14 08:00:00,918.1699829101562,52.0,2563.0,41.97,614.0
2020-11-14 09:00:00,937.77001953125,106.0,2589.0,41.29,622.0
2020-11-14 10:00:00,868.4400024414062,133.0,2550.0,41.96,680.0
2020-11-14 11:00:00,946.8900146484375,112.0,2493.0,42.04,787.0
2020-11-14 12:00:00,941.0,106.0,2480.0,38.08,495.0
2020-11-14 13:00:00,828.219970703125,61.0,2445.0,36.31,593.0
2020-11-14 14:00:00,1038.8299560546875,16.0,2480.0,39.46,550.0
2020-11-14 15:00:00,1148.3900146484375,1.0,2661.0,41.62,843.0
2020-11-14 16:00:00,1427.989990234375,0.0,2927.0,44.57,699.0
2020-11-14 17:00:00,1634.3599853515625,0.0,2801.0,44.56,1241.0
2020-11-14 18:00:00,1791.93994140625,0.0,2566.0,24.92,1300.0
2020-11-14 19:00:00,1808.199951171875,0.0,2473.0,5.24,1300.0
2020-11-14 20:00:00,1788.3499755859375,0.0,2367.0,3.89,1300.0
2020-11-14 21:00:00,1636.260009765625,0.0,2197.0,3.36,1300.0
2020-11-14 22:00:00,1538.449951171875,0.0,2101.0,2.44,1300.0
2020-11-14 23:00:00,1690.4599609375,0.0,2054.0,2.27,1300.0
2020-11-15 00:00:00,1686.4599609375,0.0,1946.0,2.53,1282.0
2020-11-15 01:00:00,1746.1099853515625,0.0,1871.0,1.76,813.0
2020-11-15 02:00:00,1970.8299560546875,0.0,1831.0,0.13,68.0
2020-11-15 03:00:00,2181.2900390625,0.0,1813.0,0.79,-377.0
2020-11-15 04:00:00,2019.199951171875,0.0,1866.0,0.5,188.0
2020-11-15 05:00:00,1691.5,0.0,2039.0,0.97,784.0
2020-11-15 06:00:00,1696.0899658203125,0.0,2206.0,2.85,1300.0
2020-11-15 07:00:00,1816.280029296875,9.0,2356.0,1.58,1300.0
2020-11-15 08:00:00,1750.22998046875,47.0,2480.0,2.77,1300.0
2020-11-15 09:00:00,1612.8900146484375,101.0,2479.0,2.99,1300.0
2020-11-15 10:00:00,1478.3800048828125,151.0,2450.0,3.36,1300.0
2020-11-15 11:00:00,1603.3199462890625,157.0,2413.0,3.16,1300.0
2020-11-15 12:00:00,1794.77001953125,106.0,2375.0,3.27,1300.0
2020-11-15 13:00:00,1947.06005859375,58.0,2407.0,3.5,1300.0
2020-11-15 14:00:00,2037.8800048828125,15.0,2444.0,4.95,1300.0
2020-11-15 15:00:00,2276.179931640625,1.0,2638.0,15.91,1300.0
2020-11-15 16:00:00,2243.8701171875,0.0,2891.0,14.98,1300.0
2020-11-15 17:00:00,2288.179931640625,0.0,2763.0,6.96,1300.0
2020-11-15 18:00:00,2393.760009765625,0.0,2545.0,4.96,1160.0
2020-11-15 19:00:00,2284.449951171875,0.0,2405.0,-0.57,-232.0
2020-11-15 20:00:00,2390.8798828125,0.0,2254.0,0.06,-148.0
2020-11-15 21:00:00,2715.179931640625,0.0,2137.0,1.77,356.0
2020-11-15 22:00:00,2156.860107421875,0.0,1977.0,0.87,-552.0
